,_id,nutrition,ingredients,steps,keywords,name,image_url,prep_time,cook_time,vegan,gluten_free,ratio,sale ingredient ids,sale ingredients,non sale ingredients
223,5f6edac90950689927ebe6a1,"{'kcal': 865.0, 'fat': 36.0, 'saturates': 6.0, 'carbs': 98.0, 'sugars': 32.0, 'fibre': 16.0, 'protein': 30.0, 'salt': 1.6}","[{'name': 'sweet potato', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'olive oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'small  onion', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'garlic clove', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'cumin', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'smoked paprika', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'garlic salt', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'smoked tofu', 'quantity': 225, 'measurement': 'g'}, {'name': 'roasted  cashews', 'quantity': 50, 'measurement': 'g'}, {'name': 'English mustard', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'soy milk', 'quantity': 150, 'measurement': 'ml'}, {'name': 'plain flour', 'quantity': 75, 'measurement': 'g'}, {'name': 'panko breadcrumbs', 'quantity': 50, 'measurement': 'g'}, {'name': 'garlic salt', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'icing sugar', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'baking powder', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'carrot', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'chopped coriander', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'sesame seeds', 'quantity': 2, 'measurement': 'tsp'}]","['Put the sweet potato in a microwaveable bowl, cover with cling film and cook on high for 3 mins until soft. Heat the oil in a non-stick frying pan and fry the onion with a big pinch of salt until soft, around 5 mins. Add the garlic and spices and cook for 2 mins more, then set aside. Blitz the tofu with the cashews in a blender, then tip in the sweet potato and fried onions. Season and blitz again until combined. Shape into four burger patties and set aside in the fridge on a lined baking tray while you make the slaw.', 'Make the slaw by combining the ingredients in a bowl, then set aside until needed. When you’re ready to fry the patties, mix the mustard with the soy milk in one bowl, then mix the remaining coating ingredients in another bowl. In turn, take each patty and dip into the flour mixture, then into the soy milk mixture, then back into the flour mixture. Repeat this again so you get a really nice crust on the patties.', 'Pour the vegetable oil into a large frying pan over a medium-high heat - you want the oil to come about 2cm up the side of the pan. Once hot, use a spatula to carefully add the patties and gently fry for 1 min on each side until crispy, then leave to drain on kitchen paper. Serve the burgers in burger buns, topped with the slaw and drizzled with the mayo.']","['sweet potato', 'olive oil', 'small  onion', 'garlic clove', 'cumin', 'smoked paprika', 'garlic salt', 'smoked tofu', 'roasted  cashews', 'English mustard', 'soy milk', 'plain flour', 'panko breadcrumbs', 'garlic salt', 'icing sugar', 'baking powder', 'carrot', 'chopped coriander', 'sesame seeds']",Smoked tofu vegan burger,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smoked-tofu-dirty-burger-2613b0a.jpg?quality=90&resize=440,400",35,5,True,,0.0,[],[],"['sweet potato', 'olive oil', 'small  onion', 'garlic clove', 'cumin', 'smoked paprika', 'garlic salt', 'smoked tofu', 'roasted  cashews', 'English mustard', 'soy milk', 'plain flour', 'panko breadcrumbs', 'garlic salt', 'icing sugar', 'baking powder', 'carrot', 'chopped coriander', 'sesame seeds']"
224,5f6edac90950689927ebe6a2,"{'kcal': 289.0, 'fat': 6.0, 'saturates': 1.0, 'carbs': 50.0, 'sugars': 42.0, 'fibre': 4.0, 'protein': 3.0, 'salt': 0.3}","[{'name': 'dairy-free margarine', 'quantity': 125, 'measurement': 'g'}, {'name': 'dried figs', 'quantity': 375, 'measurement': 'g'}, {'name': 'rum', 'quantity': 75, 'measurement': 'ml'}, {'name': 'mixed sultanas and raisins', 'quantity': 350, 'measurement': 'g'}, {'name': 'large eating apple', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'light brown soft sugar', 'quantity': 85, 'measurement': 'g'}, {'name': 'dark brown soft sugar', 'quantity': 85, 'measurement': 'g'}, {'name': 'breadcrumbs', 'quantity': 100, 'measurement': 'g'}, {'name': 'self-raising flour', 'quantity': 100, 'measurement': 'g'}]","['Grease a 2-litre pudding bowl with dairy-free margarine, then line the base with a circle of baking parchment. Grease a large sheet of baking parchment, then lay it on top of a large sheet of foil, margarine side up. Fold a pleat in the middle of each sheet.', 'Roughly chop 125g of the figs and set aside. Put the remaining figs, the dairy-free margarine and the rum into a large food processor and whizz until smooth-ish, then scrape into a large mixing bowl. Tip in the chopped figs, sultanas, raisins, grated apple, sugars, breadcrumbs, flour and allspice. Stir everything together, then spoon into your pudding basin.', 'Cover with the buttered paper-foil sheet, tie with string and trim. Lower into a large saucepan, with upturned saucers or scrunched-up bits of foil in the bottom (so the pud doesn’t touch the bottom), then fill the pan with enough boiling water from the kettle to come halfway up the sides of the bowl. Cover with a lid and simmer for 3 hrs, topping up the water as needed. Remove and leave to cool. Will keep in a cool, dry cupboard for up to a year.']","['dairy-free margarine', 'dried figs', 'rum', 'mixed sultanas and raisins', 'large eating apple', 'light brown soft sugar', 'dark brown soft sugar', 'breadcrumbs', 'self-raising flour']",Vegan Christmas pudding,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pudding-f24ed73.jpg?quality=90&resize=440,400",30,180,True,,0.0,[],[],"['dairy-free margarine', 'dried figs', 'rum', 'mixed sultanas and raisins', 'large eating apple', 'light brown soft sugar', 'dark brown soft sugar', 'breadcrumbs', 'self-raising flour']"
207,5f6edac70950689927ebe691,"{'kcal': 315.0, 'fat': 15.0, 'saturates': 10.0, 'carbs': 38.0, 'sugars': 18.0, 'fibre': 2.0, 'protein': 4.0, 'salt': 0.3}","[{'name': 'large apple', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'mixed dried fruit', 'quantity': 200, 'measurement': 'g'}, {'name': 'black cherries', 'quantity': 390, 'measurement': 'g'}, {'name': 'skinless hazelnuts', 'quantity': 100, 'measurement': 'g'}, {'name': 'orange', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'cinnamon', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'ginger', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'allspice', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'dark brown sugar', 'quantity': 150, 'measurement': 'g'}, {'name': 'flour', 'quantity': 400, 'measurement': 'g'}, {'name': 'coconut oil', 'quantity': 200, 'measurement': 'g'}, {'name': 'icing sugar', 'quantity': 20, 'measurement': 'g'}, {'name': 'ice-cold vodka (see tip below)', 'quantity': 50, 'measurement': 'ml'}, {'name': 'non-dairy milk', 'quantity': 50, 'measurement': 'ml'}]","['Heat oven to 180C/160C fan/gas 4. Tip all the mincemeat ingredients into a casserole dish or roasting tray – be sure to include half the kirsch from the jar of cherries. Mix everything together, then cover with a lid or a sheet of foil. Bake for 35-40 mins until all the sugar has melted, the mixture is bubbling slightly at the edges and the liquid has reduced (the mixture firms a bit as it cools, so be careful not to over-reduce). Set aside to cool completely. Can be made up to three days in advance and chilled in the fridge.', 'To make the pastry: tip the flour and coconut oil to a food processor and pulse until the mixture resembles breadcrumbs. Add the sugar and pulse to just combine, then pour in the vodka and 2 tbsp ice-cold water and pulse until the pastry is just coming together. Add another 2 tbsp water if a little dry, then tip the dough onto a clean surface and pat into a disc with your hands. Wrap in cling film and chill in the fridge for at least 30 mins.', 'Take the pastry out of the fridge. Cut off one-third of the pastry and keep covered under a tea towel. Cut the rest into five chunks and, one chunk at a time, squeeze with your hands until malleable, then roll out on a well-floured surface to a thickness of 0.5cm. Cut out circles using a 9cm cookie cutter and line 18 holes of two 12-hole cupcake tins. Repeat with the rest of the pastry chunks, re-rolling off-cuts where necessary.', 'Put a heaped spoonful of mincemeat in the middle of each circle, then put the pies in the fridge. Take the remaining pastry from under the tea towel and roll out to 0.5cm thickness. Transfer to a baking sheet lined with baking parchment. Chill for 15 mins to firm up.', 'Heat oven to 180C/160C fan/gas 4. Remove the pastry sheet from the fridge and use an 8cm cookie cutter to cut out nine circles, then use a star cutter to cut out the middles. Bring the mince pies out of the fridge and top half of them with the stars and the other half with the stamped-out circles. Use your fingers to seal the tops and bases, then brush the tops with milk. Bake for 30 mins until the pastry is crisp and the tops are golden. Cool a little, then dust with a little icing sugar to serve.']","['large apple', 'mixed dried fruit', 'black cherries', 'skinless hazelnuts', 'orange', 'cinnamon', 'ginger', 'allspice', 'dark brown sugar', 'flour', 'coconut oil', 'icing sugar', 'ice-cold vodka (see tip below)', 'non-dairy milk']",Vegan mince pies,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-mince-pies-52737b7.jpg?quality=90&resize=440,400",30,70,True,,0.0,[],[],"['large apple', 'mixed dried fruit', 'black cherries', 'skinless hazelnuts', 'orange', 'cinnamon', 'ginger', 'allspice', 'dark brown sugar', 'flour', 'coconut oil', 'icing sugar', 'ice-cold vodka (see tip below)', 'non-dairy milk']"
205,5f6edac70950689927ebe68f,"{'kcal': 686.0, 'fat': 30.0, 'saturates': 5.0, 'carbs': 80.0, 'sugars': 6.0, 'fibre': 8.0, 'protein': 20.0, 'salt': 1.12}","[{'name': 'raw cashews', 'quantity': 160, 'measurement': 'g'}, {'name': 'carrots', 'quantity': 200, 'measurement': 'g'}, {'name': 'potatoes', 'quantity': 700, 'measurement': 'g'}, {'name': 'olive oil', 'quantity': 90, 'measurement': 'ml'}, {'name': 'nutritional yeast', 'quantity': 40, 'measurement': 'g'}, {'name': 'lemon', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'garlic cloves', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'Dijon mustard', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'white wine vinegar', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'cayenne pepper', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'macaroni', 'quantity': 400, 'measurement': 'g'}, {'name': 'panko breadcrumbs', 'quantity': 3, 'measurement': 'tbsp'}]","['The night before, soak the cashew nuts in water and leave overnight.', 'Heat the oven to 180C/160C fan/gas 4. Steam the carrots and potatoes together for 5 mins, until completely softened. Transfer to a food processor. Drain the cashews and add these with 60ml of the oil, then blitz to break down the nuts. Tip in the other ingredients – apart from the macaroni, breadcrumbs and the remaining oil – then blitz again until the mixture is smooth and season well. Add a splash of water and just a drizzle of olive oil if it looks too stiff, then set aside.', 'Cook the macaroni in a large pan of salted water for 1 min less than packet instructions, drain then stir through the sauce. Transfer the mix to an ovenproof dish, stir the breadcrumbs with the remaining oil and some seasoning. Scatter over the top of the macaroni and bake for 20-25 mins until piping hot and crisp.']","['raw cashews', 'carrots', 'potatoes', 'olive oil', 'nutritional yeast', 'lemon', 'garlic cloves', 'Dijon mustard', 'white wine vinegar', 'cayenne pepper', 'macaroni', 'panko breadcrumbs']",Vegan mac 'n' cheese,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-mac-n-cheese-03f7ed3.jpg?quality=90&resize=440,400",15,20,True,,0.0,[],[],"['raw cashews', 'carrots', 'potatoes', 'olive oil', 'nutritional yeast', 'lemon', 'garlic cloves', 'Dijon mustard', 'white wine vinegar', 'cayenne pepper', 'macaroni', 'panko breadcrumbs']"
187,5f6edaa977c211e837b9c683,"{'kcal': 296.0, 'fat': 19.0, 'saturates': 15.0, 'carbs': 27.0, 'sugars': 22.0, 'fibre': 2.0, 'protein': 3.0, 'salt': 0.5}","[{'name': 'coconut milk', 'quantity': 800, 'measurement': 'g'}, {'name': 'caster sugar', 'quantity': 175, 'measurement': 'g'}, {'name': 'cocoa powder', 'quantity': 50, 'measurement': 'g'}, {'name': 'vegan dark chocolate', 'quantity': 100, 'measurement': 'g'}, {'name': 'sea salt', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'vanilla extract', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'cornflour', 'quantity': 2, 'measurement': 'tbsp'}]","['Pour most of the coconut milk into a saucepan, reserving a splash in a small bowl for later. Add the sugar, cocoa, chocolate, sea salt flakes and vanilla to the pan. Heat gently for 10 mins until the sugar has dissolved and the chocolate has melted.', 'Mix the cornflour with the reserved coconut milk until smooth. Pour into the hot milk mixture and cook for another 5-10 mins, stirring constantly, until the mixture thickens to a pourable custard consistency. Strain into a bowl then cover and leave to cool to room temperature.', 'Pour the cooled custard into an ice cream maker and churn for 20-30 mins until you have a soft-scoop ice cream. Transfer to a freezerproof sealable container and freeze for up to three months, or until ready to serve. If you don’t have an ice cream maker, pour the mixture into a wide-based plastic tub or dish. Freeze for 3 hrs, stirring every 20 mins to break up any large ice crystals, until you have a soft ice cream. Transfer to a freezerproof sealable container and freeze until ready to serve. Leave to stand for 10 mins at room temperature before scooping into bowls or cones.']","['coconut milk', 'caster sugar', 'cocoa powder', 'vegan dark chocolate', 'sea salt', 'vanilla extract', 'cornflour']",Vegan chocolate ice cream,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-chocolate-ice-cream-fc31d9f.jpg?quality=90&resize=440,400",25,20,True,True,0.0,[],[],"['coconut milk', 'caster sugar', 'cocoa powder', 'vegan dark chocolate', 'sea salt', 'vanilla extract', 'cornflour']"
204,5f6edac70950689927ebe68e,"{'kcal': 383.0, 'fat': 19.0, 'saturates': 17.0, 'carbs': 46.0, 'sugars': 42.0, 'fibre': 5.0, 'protein': 4.0, 'salt': 0.2}","[{'name': ' (aquafaba)', 'quantity': 400, 'measurement': 'g'}, {'name': 'golden caster sugar', 'quantity': 100, 'measurement': 'g'}, {'name': 'mixed berries', 'quantity': 500, 'measurement': 'g'}, {'name': 'icing sugar', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'vegan coconut yogurt', 'quantity': 400, 'measurement': 'ml'}]","['Heat oven to 110C/90C fan/gas 1 and line a baking tray with parchment. Whisk the drained chickpea liquid with an electric whisk until white, fluffy and just holding its shape – be persistent, this will take longer than you imagine. Gradually whisk in the caster sugar until your chickpea meringue reaches stiff peaks. Spoon the vegan meringue onto the baking parchment and bake for 1hr 30 mins, or until they come off the paper easily. Leave to cool.', 'Meanwhile, mix the berries with the icing sugar and rose water. Set aside for 30 mins so the flavours infuse and the berries release some of their juices.', 'Put the yogurt into a large bowl, crush in the meringues then stir through 1/3 of the fruit, rippling it through the yogurt. Spoon into 4 serving dishes then top with the remaining fruit and the rose petals.']","[' (aquafaba)', 'golden caster sugar', 'mixed berries', 'icing sugar', 'vegan coconut yogurt']",Vegan Eton mess,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-eton-mess-15bdba2.jpg?quality=90&resize=440,400",20,90,True,True,0.0,[],[],"[' (aquafaba)', 'golden caster sugar', 'mixed berries', 'icing sugar', 'vegan coconut yogurt']"
188,5f6edaa977c211e837b9c684,"{'kcal': 533.0, 'fat': 19.0, 'saturates': 3.0, 'carbs': 60.0, 'sugars': 15.0, 'fibre': 16.0, 'protein': 19.0, 'salt': 0.3}","[{'name': 'bag dried porcini mushrooms', 'quantity': 30, 'measurement': 'g'}, {'name': 'olive oil', 'quantity': 8, 'measurement': 'tbsp'}, {'name': 'onion', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'carrots', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'celery sticks', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'garlic cloves', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'tomato purée', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'vegan red wine', 'quantity': 100, 'measurement': 'ml'}, {'name': 'dried green lentils', 'quantity': 250, 'measurement': 'g'}, {'name': 'whole plum tomatoes', 'quantity': 800, 'measurement': 'g'}, {'name': 'pack chestnut mushrooms', 'quantity': 250, 'measurement': 'g'}, {'name': 'pack portobello mushrooms', 'quantity': 250, 'measurement': 'g'}, {'name': 'soy sauce', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'Marmite', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'floury potato', 'quantity': 1, 'measurement': 'g'}, {'name': 'dried oregano', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'aubergines', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'soya milk', 'quantity': 150, 'measurement': 'ml'}]","['Pour 800ml boiling water over the dried porcini and leave for 10 mins until hydrated. Meanwhile, pour 1½ tbsp oil into a large saucepan. Add the onion, carrot, celery and a pinch of salt. Cook gently, stirring for 10 mins until soft. Remove the porcini from the liquid, keeping the mushroomy stock and roughly chop. Set both aside.', 'Add the garlic and thyme to the pan. Cook for 1 min, then stir in the tomato purée and cook for a minute more. Pour in the red wine, if using, cook until nearly reduced, then add the lentils, reserved mushroom stock and tomatoes. Bring to the boil, then reduce the heat and leave to simmer with the lid on.', 'Meanwhile, heat a large frying pan. Add 1½ tbsp oil and tip all of the mushrooms into the pan, including the rehydrated ones. Fry until all the water has evaporated and the mushrooms are deep golden brown. Pour in the soy sauce. Give everything a good mix, then scrape the mushrooms into the lentil saucepan.', 'Stir in the Marmite, then continue to cook the ragu, stirring occasionally, over a low-medium heat for 30-45 mins until the lentils are cooked and the sauce is thick and reduced, adding extra water if necessary. Remove the thyme sprigs and season to taste.', 'Heat oven to 180C/160C fan/gas 4. Put the potatoes into a pan of cold salted water. Bring to the boil, then cook until mashable.', 'Meanwhile, mix the remaining 5 tbsp oil with the oregano, then brush the aubergine slices with most of it and sprinkle with sea salt. Griddle for 3 mins on each side until soft.', 'Drain and mash the potatoes with the soya milk. Season to taste.', 'Spoon the ragu into a large lasagne dish (or two smaller ovenproof dishes), layer in ½ the aubergine, followed by the mash. Brush the remaining oregano oil across the mash, then finish by topping with the remaining aubergine slices. Bake in the oven for 25-35 mins until golden and bubbling.']","['bag dried porcini mushrooms', 'olive oil', 'onion', 'carrots', 'celery sticks', 'garlic cloves', 'tomato purée', 'vegan red wine', 'dried green lentils', 'whole plum tomatoes', 'pack chestnut mushrooms', 'pack portobello mushrooms', 'soy sauce', 'Marmite', 'floury potato', 'dried oregano', 'aubergines', 'soya milk']",Vegan moussaka,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-moussaka-fb8fb33.jpg?quality=90&resize=440,400",40,105,True,,0.0,[],[],"['bag dried porcini mushrooms', 'olive oil', 'onion', 'carrots', 'celery sticks', 'garlic cloves', 'tomato purée', 'vegan red wine', 'dried green lentils', 'whole plum tomatoes', 'pack chestnut mushrooms', 'pack portobello mushrooms', 'soy sauce', 'Marmite', 'floury potato', 'dried oregano', 'aubergines', 'soya milk']"
189,5f6edaaa77c211e837b9c685,"{'kcal': 317.0, 'fat': 23.0, 'saturates': 2.0, 'carbs': 22.0, 'sugars': 3.0, 'fibre': 3.0, 'protein': 3.0, 'salt': 0.8}","[{'name': 'baby new potatoes', 'quantity': 600, 'measurement': 'g'}, {'name': 'white wine vinegar', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'extra virgin olive oil', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'vegan  mayonnaise', 'quantity': 120, 'measurement': 'g'}, {'name': 'Dijon mustard', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'shallot', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'capers', 'quantity': 2, 'measurement': 'tsp'}]","['Put the potatoes in a pan, season with salt and cover with cold water. Bring up to a boil and simmer for 15-20 mins, until they’re tender. Drain and leave to steam-dry in a colander for 5 mins. If the skins are papery and peeling away, you can rub them off, if you like.', 'Tip the potatoes into a bowl and add the vinegar, olive oil and some seasoning, toss well, then leave to cool.', 'Stir in the mayo, mustard, shallot, capers and herbs (saving a little to garnish). Check the seasoning and add a little more salt or vinegar, if you like. Scatter over the remaining herbs and serve.']","['baby new potatoes', 'white wine vinegar', 'extra virgin olive oil', 'vegan  mayonnaise', 'Dijon mustard', 'shallot', 'capers']",Vegan potato salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-potato-salad-bfcb85c.jpg?quality=90&resize=440,400",10,15,True,,0.0,[],[],"['baby new potatoes', 'white wine vinegar', 'extra virgin olive oil', 'vegan  mayonnaise', 'Dijon mustard', 'shallot', 'capers']"
190,5f6edaaa77c211e837b9c686,"{'kcal': 492.0, 'fat': 25.0, 'saturates': 6.0, 'carbs': 60.0, 'sugars': 43.0, 'fibre': 3.0, 'protein': 5.0, 'salt': 0.6}","[{'name': 'sunflower oil', 'quantity': 215, 'measurement': 'ml'}, {'name': 'soy milk', 'quantity': 300, 'measurement': 'ml'}, {'name': 'apple cider vinegar', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'light muscovado sugar', 'quantity': 335, 'measurement': 'g'}, {'name': 'vanilla extract', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'soy yogurt', 'quantity': 175, 'measurement': 'g'}, {'name': 'self-raising flour', 'quantity': 300, 'measurement': 'g'}, {'name': 'cocoa powder', 'quantity': 105, 'measurement': 'g'}, {'name': 'baking powder', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'bicarbonate of soda', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'dark dairy-free  chocolate', 'quantity': 100, 'measurement': 'g'}, {'name': 'vegan spread', 'quantity': 140, 'measurement': 'g'}, {'name': 'vanilla bean paste', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'icing sugar', 'quantity': 265, 'measurement': 'g'}, {'name': 'plant milk', 'quantity': 1, 'measurement': 'tbsp'}]","['Heat the oven to 180C/160C fan/gas 4. Oil a 23 x 33cm baking tin (at least 4cm deep) and line the bases and sides with baking parchment. Whisk the milk and vinegar together in a jug – the milk should curdle slightly. Set aside.', 'Whisk the sugar, oil and vanilla extract together in a bowl, then whisk in the yogurt, making sure to break down any sugar lumps. Pour in the soured milk and mix well.', 'Sift the flour, cocoa powder, baking powder, bicarbonate of soda and ¼ tsp salt into a separate bowl and stir well to combine. Gradually whisk the wet ingredients into the dry until you have a smooth batter, but be careful not to over-mix.', 'Pour the batter into the tin and bake for 30-35 mins, until well risen and springy, and a skewer inserted into the centre comes out almost clean. A few sticky crumbs are fine, but the mixture should not be wet.', 'Leave the cake to cool in its tin for 20 mins, then carefully turn out onto a wire rack to cool completely. It will be delicate so be gentle. The sponge will keep, covered, at room temperature for up to two days.', 'For the vegan buttercream, melt the chocolate in the microwave or a bowl set over a pan of simmering water. Leave to cool. Beat the spread and vanilla on high speed in a stand mixer for a few minutes until pale and fluffy. Add the icing sugar gradually, beating on slow to start with, then turning up the speed to max until the mixture is light and creamy. Pour in the cooled chocolate and combine thoroughly, add a splash of plant milk if the icing is very stiff. Chill the buttercream for at least 30 mins before using.', 'When the cake is completely cool, spread the icing over the top and decorate with the sprinkles, if you like. Keep the cake in the fridge to stay firm, then remove 1 hr before serving. Will keep, covered, in the fridge, for up to three days.']","['sunflower oil', 'soy milk', 'apple cider vinegar', 'light muscovado sugar', 'vanilla extract', 'soy yogurt', 'self-raising flour', 'cocoa powder', 'baking powder', 'bicarbonate of soda', 'dark dairy-free  chocolate', 'vegan spread', 'vanilla bean paste', 'icing sugar', 'plant milk']",Vegan chocolate party traybake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chocolate-traybake-f03821c.jpg?quality=90&resize=440,400",30,45,True,,0.0,[],[],"['sunflower oil', 'soy milk', 'apple cider vinegar', 'light muscovado sugar', 'vanilla extract', 'soy yogurt', 'self-raising flour', 'cocoa powder', 'baking powder', 'bicarbonate of soda', 'dark dairy-free  chocolate', 'vegan spread', 'vanilla bean paste', 'icing sugar', 'plant milk']"
234,5f6edb09040791027049c519,"{'kcal': 201.0, 'fat': 8.0, 'saturates': 1.0, 'carbs': 18.0, 'sugars': 15.0, 'fibre': 4.0, 'protein': 12.0, 'salt': 1.41}","[{'name': 'low-salt soy sauce', 'quantity': 4, 'measurement': 'tbsp'}, {'name': 'soft brown sugar', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'mirin', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'sesame oil', 'quantity': 3, 'measurement': 'tsp'}, {'name': 'tofu', 'quantity': 350, 'measurement': 'g'}, {'name': 'courgettes', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'Tenderstem broccoli', 'quantity': 200, 'measurement': 'g'}]","['Mix the soy sauce, soft brown sugar, ginger and mirin with 1 tsp sesame oil and brush it all over the slices of tofu. Put them in a large, shallow dish and pour over any leftover marinade. Chill for at least 1 hr.', 'Heat the barbecue until the coals are glowing white, or heat a griddle pan. Mix the remaining sesame oil with the rapeseed oil and brush the courgette slices and broccoli. Barbecue (or griddle) them over the coals for 7-10 mins or until they are tender and then set aside and keep warm.', 'Barbecue the tofu slices on both sides over the coals for 5 mins (or use the griddle) until they turn brown and go crisp at the edges. Serve the tofu on a bed of the veg with the remaining marinade and scatter over the sesame seeds.']","['low-salt soy sauce', 'soft brown sugar', 'mirin', 'sesame oil', 'tofu', 'courgettes', 'Tenderstem broccoli']",Vegan BBQ teriyaki tofu,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/teriyaki-tofu-vegan-barbecue-c6c876c.jpg?quality=90&resize=440,400",10,15,True,,0.0,[],[],"['low-salt soy sauce', 'soft brown sugar', 'mirin', 'sesame oil', 'tofu', 'courgettes', 'Tenderstem broccoli']"
